productivity,mpc,wage,search_prob,error
1.5,0.75,62.5,0.30000000000000004,4975304269.96832
1.5,0.75,62.5,0.35000000000000003,4617236941.52177
1.5,0.75,62.5,0.4,4434609847.963209
1.5,0.75,62.5,0.45000000000000007,4324538369.35644
1.5,0.75,62.5,0.5,4282504575.703794
1.5,0.75,75.0,0.30000000000000004,11635967497.764002
1.5,0.75,75.0,0.35000000000000003,12924823387.419426
1.5,0.75,75.0,0.4,13981378964.228802
1.5,0.75,75.0,0.45000000000000007,14835554275.423824
1.5,0.75,75.0,0.5,15602279116.34295
1.5,0.775,25.0,0.30000000000000004,29654812963.235844
1.5,0.775,25.0,0.35000000000000003,27791377127.454117
1.5,0.775,25.0,0.4,26441401927.377373
1.5,0.775,25.0,0.45000000000000007,25410162678.945175
1.5,0.775,25.0,0.5,24575411568.375942
1.5,0.775,37.5,0.30000000000000004,13954707263.954569
1.5,0.775,37.5,0.35000000000000003,12022497307.795954
1.5,0.775,37.5,0.4,10638107558.794558
1.5,0.775,37.5,0.45000000000000007,9586463121.534012
1.5,0.775,37.5,0.5,8744626805.779547
1.5,0.775,50.0,0.30000000000000004,5741903536.273423
1.5,0.775,50.0,0.35000000000000003,4316215324.74724
1.5,0.775,50.0,0.4,3324459727.563677
1.5,0.775,50.0,0.45000000000000007,2582553058.39995
1.5,0.775,50.0,0.5,2007158437.5265043
1.5,0.775,62.5,0.30000000000000004,5016401780.192408
1.5,0.775,62.5,0.35000000000000003,4672531178.307976
1.5,0.775,62.5,0.4,4500458433.684728
1.5,0.775,62.5,0.45000000000000007,4398432489.542983
1.5,0.775,62.5,0.5,4363006463.616812
1.5,0.775,75.0,0.30000000000000004,11778201995.711521
1.5,0.775,75.0,0.35000000000000003,13091444868.478159
1.5,0.775,75.0,0.4,14166103677.157713
1.5,0.775,75.0,0.45000000000000007,15034101414.963114
1.5,0.775,75.0,0.5,15812170884.050468
1.5,0.8,25.0,0.30000000000000004,29578464789.986
1.5,0.8,25.0,0.35000000000000003,27713367680.806293
1.5,0.8,25.0,0.4,26362184418.367012
1.5,0.8,25.0,0.45000000000000007,25330001982.72861
1.5,0.8,25.0,0.5,24494483978.624207
1.5,0.8,37.5,0.30000000000000004,13886741478.17347
1.5,0.8,37.5,0.35000000000000003,11955723277.946611
1.5,0.8,37.5,0.4,10572246600.383669
1.5,0.8,37.5,0.45000000000000007,9521276063.135096
1.5,0.8,37.5,0.5,8680001040.22911
1.5,0.8,50.0,0.30000000000000004,5713357787.356841
1.5,0.8,50.0,0.35000000000000003,4294170138.444636
1.5,0.8,50.0,0.4,3307265523.15534
1.5,0.8,50.0,0.45000000000000007,2569042295.102614
1.5,0.8,50.0,0.5,1996678242.22882
1.5,0.8,62.5,0.30000000000000004,5058313717.536116
1.5,0.8,62.5,0.35000000000000003,4728708262.300363
1.5,0.8,62.5,0.4,4567241186.682034
1.5,0.8,62.5,0.45000000000000007,4473300678.631174
1.5,0.8,62.5,0.5,4444515584.623328
1.5,0.8,75.0,0.30000000000000004,11921609268.711296
1.5,0.8,75.0,0.35000000000000003,13259337649.513798
1.5,0.8,75.0,0.4,14352173590.96375
1.5,0.8,75.0,0.45000000000000007,15234051213.720772
1.5,0.8,75.0,0.5,16023513067.412636
1.6,0.7,25.0,0.30000000000000004,27491991259.880325
1.6,0.7,25.0,0.35000000000000003,25594722339.874996
1.6,0.7,25.0,0.4,24227173565.101456
1.6,0.7,25.0,0.45000000000000007,23174973671.381145
1.6,0.7,25.0,0.5,22324290402.524654
1.6,0.7,37.5,0.30000000000000004,12010987462.846903
1.6,0.7,37.5,0.35000000000000003,10126200184.564352
1.6,0.7,37.5,0.4,8784275925.47069
1.6,0.7,37.5,0.45000000000000007,7759851285.586714
1.6,0.7,37.5,0.5,6943755803.46734
1.6,0.7,50.0,0.30000000000000004,4884294140.030701
1.6,0.7,50.0,0.35000000000000003,3652732571.2878776
1.6,0.7,50.0,0.4,2809365429.9185266
1.6,0.7,50.0,0.45000000000000007,2181966177.66854
1.6,0.7,50.0,0.5,1707078096.396534
1.6,0.7,62.5,0.30000000000000004,6111911291.431705
1.6,0.7,62.5,0.35000000000000003,6174319500.045571
1.6,0.7,62.5,0.4,6302442078.444966
1.6,0.7,62.5,0.45000000000000007,6441318347.626622
1.6,0.7,62.5,0.5,6614257281.312229
1.6,0.7,75.0,0.30000000000000004,15693838917.049925
1.6,0.7,75.0,0.35000000000000003,17690960970.837437
1.6,0.7,75.0,0.4,19263505871.050003
1.6,0.7,75.0,0.45000000000000007,20537907795.460968
1.6,0.7,75.0,0.5,21665293358.214436
1.6,0.725,25.0,0.30000000000000004,27419114934.15328
