productivity,mpc,wage,search_prob,error
0.6499999999999999,0.6749999999999999,2000.0,0.4,76462218707.37631
0.6499999999999999,0.6749999999999999,2000.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.6749999999999999,2000.0,0.5,76432342414.78008
0.6499999999999999,0.6749999999999999,2250.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.6749999999999999,2250.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.6749999999999999,2250.0,0.4,76462218707.37631
0.6499999999999999,0.6749999999999999,2250.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.6749999999999999,2250.0,0.5,76432342414.78008
0.6499999999999999,0.6749999999999999,2500.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.6749999999999999,2500.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.6749999999999999,2500.0,0.4,76462218707.37631
0.6499999999999999,0.6749999999999999,2500.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.6749999999999999,2500.0,0.5,76432342414.78008
0.6499999999999999,0.6749999999999999,2750.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.6749999999999999,2750.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.6749999999999999,2750.0,0.4,76462218707.37631
0.6499999999999999,0.6749999999999999,2750.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.6749999999999999,2750.0,0.5,76432342414.78008
0.6499999999999999,0.6749999999999999,3000.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.6749999999999999,3000.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.6749999999999999,3000.0,0.4,76462218707.37631
0.6499999999999999,0.6749999999999999,3000.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.6749999999999999,3000.0,0.5,76432342414.78008
0.6499999999999999,0.7,2000.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.7,2000.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.7,2000.0,0.4,76462218707.37631
0.6499999999999999,0.7,2000.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.7,2000.0,0.5,76432342414.78008
0.6499999999999999,0.7,2250.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.7,2250.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.7,2250.0,0.4,76462218707.37631
0.6499999999999999,0.7,2250.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.7,2250.0,0.5,76432342414.78008
0.6499999999999999,0.7,2500.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.7,2500.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.7,2500.0,0.4,76462218707.37631
0.6499999999999999,0.7,2500.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.7,2500.0,0.5,76432342414.78008
0.6499999999999999,0.7,2750.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.7,2750.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.7,2750.0,0.4,76462218707.37631
0.6499999999999999,0.7,2750.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.7,2750.0,0.5,76432342414.78008
0.6499999999999999,0.7,3000.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.7,3000.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.7,3000.0,0.4,76462218707.37631
0.6499999999999999,0.7,3000.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.7,3000.0,0.5,76432342414.78008
0.6499999999999999,0.725,2000.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.725,2000.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.725,2000.0,0.4,76462218707.37631
0.6499999999999999,0.725,2000.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.725,2000.0,0.5,76432342414.78008
0.6499999999999999,0.725,2250.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.725,2250.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.725,2250.0,0.4,76462218707.37631
0.6499999999999999,0.725,2250.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.725,2250.0,0.5,76432342414.78008
0.6499999999999999,0.725,2500.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.725,2500.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.725,2500.0,0.4,76462218707.37631
0.6499999999999999,0.725,2500.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.725,2500.0,0.5,76432342414.78008
0.6499999999999999,0.725,2750.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.725,2750.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.725,2750.0,0.4,76462218707.37631
0.6499999999999999,0.725,2750.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.725,2750.0,0.5,76432342414.78008
0.6499999999999999,0.725,3000.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.725,3000.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.725,3000.0,0.4,76462218707.37631
0.6499999999999999,0.725,3000.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.725,3000.0,0.5,76432342414.78008
0.6499999999999999,0.75,2000.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.75,2000.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.75,2000.0,0.4,76462218707.37631
0.6499999999999999,0.75,2000.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.75,2000.0,0.5,76432342414.78008
0.6499999999999999,0.75,2250.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.75,2250.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.75,2250.0,0.4,76462218707.37631
0.6499999999999999,0.75,2250.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.75,2250.0,0.5,76432342414.78008
0.6499999999999999,0.75,2500.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.75,2500.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.75,2500.0,0.4,76462218707.37631
0.6499999999999999,0.75,2500.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.75,2500.0,0.5,76432342414.78008
0.6499999999999999,0.75,2750.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.75,2750.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.75,2750.0,0.4,76462218707.37631
0.6499999999999999,0.75,2750.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.75,2750.0,0.5,76432342414.78008
0.6499999999999999,0.75,3000.0,0.30000000000000004,76525324099.76619
0.6499999999999999,0.75,3000.0,0.35000000000000003,76488922404.52492
0.6499999999999999,0.75,3000.0,0.4,76462218707.37631
0.6499999999999999,0.75,3000.0,0.45000000000000007,76445181567.61395
0.6499999999999999,0.75,3000.0,0.5,76432342414.78008
0.7,0.6499999999999999,2000.0,0.30000000000000004,76445738459.19653
0.7,0.6499999999999999,2000.0,0.35000000000000003,76406302121.10481
0.7,0.6499999999999999,2000.0,0.4,76377918062.77649
0.7,0.6499999999999999,2000.0,0.45000000000000007,76359373743.321
0.7,0.6499999999999999,2000.0,0.5,76345581250.70583
0.7,0.6499999999999999,2250.0,0.30000000000000004,76445738459.19653
0.7,0.6499999999999999,2250.0,0.35000000000000003,76406302121.10481
0.7,0.6499999999999999,2250.0,0.4,76377918062.77649
0.7,0.6499999999999999,2250.0,0.45000000000000007,76359373743.321
0.7,0.6499999999999999,2250.0,0.5,76345581250.70583
0.7,0.6499999999999999,2500.0,0.30000000000000004,76445738459.19653
0.7,0.6499999999999999,2500.0,0.35000000000000003,76406302121.10481
0.7,0.6499999999999999,2500.0,0.4,76377918062.77649
0.7,0.6499999999999999,2500.0,0.45000000000000007,76359373743.321
0.7,0.6499999999999999,2500.0,0.5,76345581250.70583
0.7,0.6499999999999999,2750.0,0.30000000000000004,76445738459.19653
0.7,0.6499999999999999,2750.0,0.35000000000000003,76406302121.10481
0.7,0.6499999999999999,2750.0,0.4,76377918062.77649
0.7,0.6499999999999999,2750.0,0.45000000000000007,76359373743.321
0.7,0.6499999999999999,2750.0,0.5,76345581250.70583
0.7,0.6499999999999999,3000.0,0.30000000000000004,76445738459.19653
0.7,0.6499999999999999,3000.0,0.35000000000000003,76406302121.10481
0.7,0.6499999999999999,3000.0,0.4,76377918062.77649
0.7,0.6499999999999999,3000.0,0.45000000000000007,76359373743.321
0.7,0.6499999999999999,3000.0,0.5,76345581250.70583
