productivity,mpc,wage,search_prob,error
2.0,0.7,25.0,0.45000000000000007,20111580170.185844
2.0,0.7,25.0,0.5,19260187539.000328
2.0,0.7,37.5,0.30000000000000004,9485398430.367073
2.0,0.7,37.5,0.35000000000000003,7697081339.173773
2.0,0.7,37.5,0.4,6428458147.473212
2.0,0.7,37.5,0.45000000000000007,5464936629.221831
2.0,0.7,37.5,0.5,4713687671.558334
2.0,0.7,50.0,0.30000000000000004,4116520725.7157874
2.0,0.7,50.0,0.35000000000000003,3205015874.5122538
2.0,0.7,50.0,0.4,2613108051.104698
2.0,0.7,50.0,0.45000000000000007,2188980763.0861144
2.0,0.7,50.0,0.5,1888435471.6878264
2.0,0.7,62.5,0.30000000000000004,8401792809.777476
2.0,0.7,62.5,0.35000000000000003,9103559167.090809
2.0,0.7,62.5,0.4,9738161594.739521
2.0,0.7,62.5,0.45000000000000007,10283712571.778698
2.0,0.7,62.5,0.5,10784430939.388805
2.0,0.7,75.0,0.30000000000000004,22341214682.552135
2.0,0.7,75.0,0.35000000000000003,25392711216.90944
2.0,0.7,75.0,0.4,27803618778.377678
2.0,0.7,75.0,0.45000000000000007,29749132055.299583
2.0,0.7,75.0,0.5,31401674074.661274
2.0,0.725,25.0,0.30000000000000004,24508425923.73133
2.0,0.725,25.0,0.35000000000000003,22579755561.075363
2.0,0.725,25.0,0.4,21184211883.845066
2.0,0.725,25.0,0.45000000000000007,20111580170.185844
2.0,0.725,25.0,0.5,19260187539.000328
2.0,0.725,37.5,0.30000000000000004,9485398430.367073
2.0,0.725,37.5,0.35000000000000003,7697081339.173773
2.0,0.725,37.5,0.4,6428458147.473212
2.0,0.725,37.5,0.45000000000000007,5464936629.221831
2.0,0.725,37.5,0.5,4713687671.558334
2.0,0.725,50.0,0.30000000000000004,4116520725.7157874
2.0,0.725,50.0,0.35000000000000003,3205015874.5122538
2.0,0.725,50.0,0.4,2613108051.104698
2.0,0.725,50.0,0.45000000000000007,2188980763.0861144
2.0,0.725,50.0,0.5,1888435471.6878264
2.0,0.725,62.5,0.30000000000000004,8401792809.777476
2.0,0.725,62.5,0.35000000000000003,9103559167.090809
2.0,0.725,62.5,0.4,9738161594.739521
2.0,0.725,62.5,0.45000000000000007,10283712571.778698
2.0,0.725,62.5,0.5,10784430939.388805
2.0,0.725,75.0,0.30000000000000004,22341214682.552135
2.0,0.725,75.0,0.35000000000000003,25392711216.90944
2.0,0.725,75.0,0.4,27803618778.377678
2.0,0.725,75.0,0.45000000000000007,29749132055.299583
2.0,0.725,75.0,0.5,31401674074.661274
2.0,0.75,25.0,0.30000000000000004,24508425923.73133
2.0,0.75,25.0,0.35000000000000003,22579755561.075363
2.0,0.75,25.0,0.4,21184211883.845066
2.0,0.75,25.0,0.45000000000000007,20111580170.185844
2.0,0.75,25.0,0.5,19260187539.000328
2.0,0.75,37.5,0.30000000000000004,9485398430.367073
2.0,0.75,37.5,0.35000000000000003,7697081339.173773
2.0,0.75,37.5,0.4,6428458147.473212
2.0,0.75,37.5,0.45000000000000007,5464936629.221831
2.0,0.75,37.5,0.5,4713687671.558334
2.0,0.75,50.0,0.30000000000000004,4116520725.7157874
2.0,0.75,50.0,0.35000000000000003,3205015874.5122538
2.0,0.75,50.0,0.4,2613108051.104698
2.0,0.75,50.0,0.45000000000000007,2188980763.0861144
2.0,0.75,50.0,0.5,1888435471.6878264
2.0,0.75,62.5,0.30000000000000004,8401792809.777476
2.0,0.75,62.5,0.35000000000000003,9103559167.090809
2.0,0.75,62.5,0.4,9738161594.739521
2.0,0.75,62.5,0.45000000000000007,10283712571.778698
2.0,0.75,62.5,0.5,10784430939.388805
2.0,0.75,75.0,0.30000000000000004,22341214682.552135
