nominal_gdp,nominal_gva,unemployment,mean_price
4250.0,0.0,1.0,0.0
4069.3750000000005,0.0,1.0,0.0
3896.426562499999,0.0,1.0,0.0
3730.8284335937497,0.0,1.0,0.0
3572.2682251660153,0.0,1.0,0.0
3420.44682559646,0.0,1.0,0.0
3275.0778355086113,0.0,1.0,0.0
3135.8870274994943,0.0,1.0,0.0
3002.611828830766,0.0,1.0,0.0
2875.0008261054586,0.0,1.0,0.0
2752.813290995976,0.0,1.0,0.0
2635.8187261286484,0.0,1.0,0.0
2523.7964302681803,0.0,1.0,0.0
